activity_id,standard_value,pchembl_value,is_active,mw_freebase,alogp,psa,hbd,hba,rtb,compound_id,target_name
835186,85000.000000000000000000000000000000,4.07,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835187,18000.000000000000000000000000000000,4.75,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835188,820.000000000000000000000000000000,6.09,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835189,2110.000000000000000000000000000000,5.68,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835190,36000.000000000000000000000000000000,4.44,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835191,98000.000000000000000000000000000000,4.01,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835192,510.000000000000000000000000000000,6.29,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835193,500.000000000000000000000000000000,6.30,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835194,420.000000000000000000000000000000,6.38,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835195,560.000000000000000000000000000000,6.25,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835196,150.000000000000000000000000000000,6.82,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835197,930.000000000000000000000000000000,6.03,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835198,560.000000000000000000000000000000,6.25,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835199,240.000000000000000000000000000000,6.62,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835200,830.000000000000000000000000000000,6.08,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
835201,4800.000000000000000000000000000000,5.32,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase OXA-1"
835202,4000000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase L1"
835203,10000000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Metallo-beta-lactamase type 2"
835204,76000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Citrobacter freundii"
835205,110.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Citrobacter freundii"
835206,0.000013900000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Citrobacter freundii"
835207,80000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
835208,325.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
835209,0.000055600000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
835210,230000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
835211,0.740000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
835212,0.000008340000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
835213,490000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
835214,5.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
835215,0.001696000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
1740434,1.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Serratia marcescens"
1740439,64.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Pseudomonas aeruginosa"
1740441,64.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Enterobacter cloacae"
1740451,2.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase TEM"
1740656,84000.000000000000000000000000000000,4.08,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
1740658,400000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Metallo-beta-lactamase type 2"
1740667,100.000000000000000000000000000000,7.00,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase TEM"
1866416,128000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Mycobacterium tuberculosis"
1866445,128000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Mycobacterium tuberculosis"
1866474,128000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Mycobacterium tuberculosis"
1866503,128000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Mycobacterium tuberculosis"
1865691,2400.000000000000000000000000000000,5.62,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
1865692,30.000000000000000000000000000000,7.52,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
1865729,130.000000000000000000000000000000,6.89,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
1865730,270.000000000000000000000000000000,6.57,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
1865740,20.000000000000000000000000000000,7.70,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
1865741,400.000000000000000000000000000000,6.40,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
1869143,40.000000000000000000000000000000,7.40,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Gil1
1917353,17.000000000000000000000000000000,7.77,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase TEM"
1917368,222.000000000000000000000000000000,6.65,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase SHV-1"
1917377,1808.000000000000000000000000000000,5.74,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
2128359,1200.000000000000000000000000000000,5.92,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
2125175,10.000000000000000000000000000000,8.00,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase SCO-1"
2125185,80.000000000000000000000000000000,7.10,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
2125195,90.000000000000000000000000000000,7.05,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase TEM"
2610158,171000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase ACC-4"
2493044,2.000000000000000000000000000000,8.70,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase CTX-M"
2301667,4.000000000000000000000000000000,8.40,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
2307360,1.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Aeromonas caviae"
2307370,0.500000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
2307380,0.500000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
2307390,0.250000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
2304521,6900.000000000000000000000000000000,5.16,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Carbapenem-hydrolizing beta-lactamase SFC-1"
2304523,30.000000000000000000000000000000,7.52,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,IMI-1
2304524,374.000000000000000000000000000000,6.43,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Carbapenem-hydrolyzing beta-lactamase KPC"
2635599,240.000000000000000000000000000000,6.62,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase TEM-125"
2635600,130.000000000000000000000000000000,6.89,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
2635601,1800.000000000000000000000000000000,5.75,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
2635602,130.000000000000000000000000000000,6.89,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase TEM"
2182788,330.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
2182789,380.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase OXA-1"
2344489,96.000000000000000000000000000000,7.02,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"PER-2 beta-lactamase"
2668119,270.000000000000000000000000000000,6.57,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3386865,2000.000000000000000000000000000000,5.70,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
3386867,2000.000000000000000000000000000000,5.70,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase bla(BEL1)"
3387682,370.000000000000000000000000000000,6.43,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Carbapenem-hydrolyzing beta-lactamase KPC"
3387684,6500.000000000000000000000000000000,5.19,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3389407,0.002500000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3389412,500.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3389418,50.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3389445,78500.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3386705,40.000000000000000000000000000000,7.40,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Beta-lactamase
3455158,60.000000000000000000000000000000,7.22,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase GES-13"
3493265,160.000000000000000000000000000000,6.80,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Class D beta-lactamase"
3513781,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Klebsiella pneumoniae"
3475754,110.000000000000000000000000000000,6.96,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase SHV-1"
3475755,80.000000000000000000000000000000,7.10,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase SHV-72"
3483991,585000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3483995,170000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3483999,30000.000000000000000000000000000000,4.52,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3484003,40000.000000000000000000000000000000,4.40,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3484007,271000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3484012,512.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
3572486,5.300000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3572508,68.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Metallo-b-lactamase
3572878,875000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase VIM-2"
3572900,340000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3572922,3500000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Metallo-b-lactamase
3572962,28.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase VIM-2"
3572984,0.019000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Metallo-b-lactamase
3573006,0.016000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
3573028,0.032000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Beta-lactamase VIM-2"
5095038,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
5095039,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
5095040,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
5095062,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
5095063,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Klebsiella pneumoniae"
5095064,64.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Klebsiella pneumoniae"
5095065,64.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Klebsiella pneumoniae"
5113932,74000.000000000000000000000000000000,4.13,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Carbapenem-hydrolyzing beta-lactamase KPC"
5113933,53000.000000000000000000000000000000,4.28,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5113934,174000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5113935,1.700000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5113936,2.200000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5096323,500.000000000000000000000000000000,6.30,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"PenB class A beta-lactamase"
5157294,2.200000000000000000000000000000,8.66,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Extended-spectrum beta-lactamase CTX-M-53"
5146425,256.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Pseudomonas aeruginosa"
5146426,256.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Pseudomonas aeruginosa"
5146427,256.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Pseudomonas aeruginosa"
5146428,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Pseudomonas aeruginosa"
5147636,350.000000000000000000000000000000,6.46,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5155050,100.000000000000000000000000000000,7.00,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5181318,1000.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5181319,800.000000000000000000000000000000,6.10,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5164919,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164920,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164921,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164922,8.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164923,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164924,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164925,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164926,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164927,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164928,8.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164929,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164930,256.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164931,32.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164932,32.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164933,32.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164934,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164935,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164936,8.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164937,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164938,8.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164939,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5164940,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5164941,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5164950,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164951,23.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164952,1.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5164953,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5164954,23.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5164955,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5185465,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5185466,32.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5185467,1.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter jejuni"
5185516,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5185517,32.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5185518,16.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Campylobacter coli"
5229032,80000.000000000000000000000000000000,4.10,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5229035,0.120000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5229038,15.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5229041,349.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5209826,15.500000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Escherichia coli"
5209869,14.000000000000000000000000000000,7.85,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5209875,206.000000000000000000000000000000,6.69,1,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5209879,1760.000000000000000000000000000000,5.75,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,Unchecked
5210781,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
5210787,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
5210793,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
5210799,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
5210805,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
5210811,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
5210817,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
5210823,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
5210829,4.000000000000000000000000000000,NULL,0,300.30,-1.52,122.46,1,7,3,CHEMBL404,"Acinetobacter baumannii"
